id,path,No_compare,a,e,o,c,n,Description,Tops,Bottom,Clothing Color,Hair Style,Hair Color,Clothing pattern,Sleeve
16014,https://raw.githubusercontent.com/johnwwwl/imgs/main/0BC5VxBbEm.jpg,17,0.411764706,0.411764706,0.647058824,0.705882353,0.588235294,The woman is wearing a mock-neck top with short sleeves and high-waisted trousers.,Shirts,Trousers,Black,Long Straight,Blonde,Horizontal stripes,Short sleeve
16015,https://raw.githubusercontent.com/johnwwwl/imgs/main/0bL32HjA26.jpg,18,0.666666667,0.666666667,0.555555556,0.333333333,0.611111111,The female is wearing a T-shirt paired with jeans.,T-Shirts,Jeans,Red,Short,Black,There is a small logo or emblem on the left side of the T-shirt.,Short sleeve
16016,https://raw.githubusercontent.com/johnwwwl/imgs/main/0BrbWISXiD.jpg,18,0.333333333,0.333333333,0.555555556,0.555555556,0.444444444,The female is wearing a three-quarters sleeve top with lace detailing on the sleeves.,Blouses,Jeans,Pink,Long Wavy/Curly,Black,Lace detailing on sleeves,Long sleeve
16017,https://raw.githubusercontent.com/johnwwwl/imgs/main/0c0o0vcO6z.jpg,18,0.5,0.5,0.388888889,0.444444444,0.5,The female is wearing a blouse with long sleeves and trousers.,Blouses,Trousers,"Top is light blue, bottoms are navy blue",Long Straight,Blonde,Horizontal stripes,Long sleeve
16018,https://raw.githubusercontent.com/johnwwwl/imgs/main/0C2F2ntsSG.jpg,13,0.153846154,0.153846154,0.153846154,0.461538462,0.538461538,The female in the picture is wearing a casual T-shirt with a graphic print and trousers.,T-Shirts,Trousers,"White for the T-shirt, black for the trousers",Long Straight,Brown,There is a graphic print of a dandelion with some text on the T-shirt.,Short sleeve
16019,https://raw.githubusercontent.com/johnwwwl/imgs/main/0cqitgQRon.jpg,21,0.523809524,0.523809524,0.380952381,0.476190476,0.476190476,"The female is wearing a casual, short-sleeved T-shirt with a rounded neckline, paired with light blue jeans",T-Shirts,Jeans,White,Long Wavy/Curly,Black,"The T-shirt has a colorful, scattered print, possibly of small icons or motifs",Short sleeve
16020,https://raw.githubusercontent.com/johnwwwl/imgs/main/0CuWLpABY3.jpg,24,0.541666667,0.541666667,0.5,0.5,0.583333333,"The female is wearing a loose-fitting, long-sleeve blouse with a small dotted pattern. She has paired it with high-waisted, plain trousers.",Blouses,Trousers,Blue,Long Straight,Blonde,Dotted,Long sleeve
16021,https://raw.githubusercontent.com/johnwwwl/imgs/main/0D6n1n7clG.jpg,17,0.411764706,0.411764706,0.470588235,0.411764706,0.588235294,The female in the picture is wearing a sleeveless top with a velvety texture and a relaxed fit. She pairs it with denim jeans.,Camisoles,Jeans,Pink,Long Straight,Brown,"The top has a crushed velvet texture with no distinct patterns, logos, or text.",Sleeveless
16022,https://raw.githubusercontent.com/johnwwwl/imgs/main/0D86I63JKh.jpg,24,0.541666667,0.541666667,0.458333333,0.458333333,0.333333333,The female is wearing a crew neck T-shirt with a graphic design and a pair of dark trousers or jeans.,T-Shirts,Jeans,White and dark (trousers/jeans),Long Straight,Red,The T-shirt has a graphic print with the word 'LOVE' in large red letters with a white border on a white background,Short sleeve
16023,https://raw.githubusercontent.com/johnwwwl/imgs/main/0dDFKD8PUM.jpg,18,0.611111111,0.611111111,0.555555556,0.333333333,0.611111111,The female is wearing a sleeveless top with lace details on the edges.,Camisole,Jeans,Black,Long Wavy/Curly,Brown,The top has lace details.,Sleeveless
16024,https://raw.githubusercontent.com/johnwwwl/imgs/main/0Dgit7ctmd.jpg,23,0.52173913,0.52173913,0.565217391,0.52173913,0.565217391,The female in the picture is wearing a striped top paired with black bottoms.,Shirts,Jeans,Black,Long Straight,Brown,The top has horizontal stripes.,Long sleeve
16025,https://raw.githubusercontent.com/johnwwwl/imgs/main/0Dh1pYoq0e.jpg,17,0.529411765,0.529411765,0.470588235,0.470588235,0.470588235,The female is wearing a sleeveless tank top with text and a pair of sweatpants.,Tank Tops,Sweatpants,Black and Grey,Short,Brown,The tank top has text that reads 'SUPERDRY BEACH RIO DE JANEIRO'; the sweatpants seem to have a small logo on the left thigh area.,Sleeveless
16026,https://raw.githubusercontent.com/johnwwwl/imgs/main/0dpfLPw493.jpg,20,0.4,0.4,0.4,0.3,0.55,The female is wearing a cold shoulder top with ruffled sleeves and high-waisted trousers with vertical stripes.,Blouses,Trousers,Navy,Short,Brown,"The trousers have vertical stripes, top is solid color with no visible patterns.",Short sleeve
16027,https://raw.githubusercontent.com/johnwwwl/imgs/main/0dRk9m2ENl.jpg,19,0.526315789,0.526315789,0.421052632,0.631578947,0.736842105,The female is wearing a white short-sleeve blouse and a horizontal striped skirt in shades of blue and white.,Blouses,Skirts,White and Blue,Short,Black,"Horizontal stripes on the skirt, no visible patterns on the blouse",Short sleeve
16028,https://raw.githubusercontent.com/johnwwwl/imgs/main/0dVdsLmJDr.jpg,19,0.315789474,0.315789474,0.315789474,0.526315789,0.315789474,The female in the picture is wearing what appears to be a close-fitting dress with a high collar and short sleeves.,T-Shirts,Jeans,Navy blue,Long Straight,Blonde,Horizontal stripes,Short sleeve
16029,https://raw.githubusercontent.com/johnwwwl/imgs/main/0dvSdkXyOW.jpg,14,0.571428571,0.571428571,0.642857143,0.5,0.357142857,The female is wearing a crop top with a squared neckline and fitted jeans.,Crop Tops,Jeans,Maroon,Long Straight,Black,"Solid color for the top, denim for the bottoms with some distressing.",Long sleeve
16030,https://raw.githubusercontent.com/johnwwwl/imgs/main/0dx588eV7H.jpg,17,0.411764706,0.411764706,0.529411765,0.529411765,0.588235294,The female in the picture is wearing a ruffled top and leather-look pants.,Blouses,Trousers,Dark Green for the top and Black for the bottoms,Long Straight,Blonde,Horizontal stripes,Sleeveless
16031,https://raw.githubusercontent.com/johnwwwl/imgs/main/0eAHJ099Ii.jpg,15,0.6,0.6,0.666666667,0.733333333,0.733333333,The female in the picture is wearing a white top with a scooped neckline and blue jeans.,T-Shirts,Jeans,White and blue,Long Straight,Black,Horizontal stripes,Short sleeve
16032,https://raw.githubusercontent.com/johnwwwl/imgs/main/0Ed5oAUUfJ.jpg,16,0.5625,0.5625,0.5625,0.4375,0.5,The female is wearing a sleeveless top paired with what appears to be jeans.,Camisoles,Jeans,"The top is grey, and the jeans are black.",Long Straight,Brown,Horizontal stripes,Sleeveless
16033,https://raw.githubusercontent.com/johnwwwl/imgs/main/0EKI9buNt8.jpg,23,0.652173913,0.652173913,0.695652174,0.695652174,0.608695652,The female is wearing a long-sleeve top and jeans.,Sweaters,Jeans,Red,Long Straight,Brown,Horizontal stripes,Long sleeve
16034,https://raw.githubusercontent.com/johnwwwl/imgs/main/0EQeh2QHZZ.jpg,15,0.466666667,0.466666667,0.2,0.266666667,0.4,The female is wearing a camisole with a floral pattern and black trousers.,Camisoles,Trousers,Black and white,Long Straight,Blonde,Floral pattern on the camisole,Sleeveless
16035,https://raw.githubusercontent.com/johnwwwl/imgs/main/0ERoOYK3UM.jpg,23,0.391304348,0.391304348,0.695652174,0.565217391,0.260869565,The female in the picture is wearing a casual T-shirt paired with jeans.,T-Shirts,Jeans,Pink,Long Straight,Blonde,The T-shirt has some text written on it in a decorative font.,Short sleeve
16036,https://raw.githubusercontent.com/johnwwwl/imgs/main/0EvioOv2RO.jpg,17,0.411764706,0.411764706,0.176470588,0.411764706,0.470588235,The female in the picture is wearing a sleeveless top with a V-neck paired with light-colored bottoms.,Tank Tops,Jeans,Navy blue for the top and light blue for the bottoms,Long Straight,Blonde,Horizontal stripes,Sleeveless
16037,https://raw.githubusercontent.com/johnwwwl/imgs/main/0f6He57XiC.jpg,21,0.476190476,0.476190476,0.523809524,0.619047619,0.476190476,The female in the picture is wearing a black top with a tied bow detail at the chest area and a bright red high-waisted skirt with a glossy finish.,Blouses,Skirts,"The top is black, and the skirt is red.",Long Wavy/Curly,Auburn,Horizontal stripes,Short sleeve
16038,https://raw.githubusercontent.com/johnwwwl/imgs/main/0fkJhcPdMR.jpg,17,0.235294118,0.235294118,0.411764706,0.294117647,0.411764706,The female in the picture is wearing a sweater with horizontal stripes.,Sweaters,Jeans,Brown,Long Straight,Brown,Horizontal stripes,Short sleeve
16039,https://raw.githubusercontent.com/johnwwwl/imgs/main/0FNbrspVWS.jpg,18,0.444444444,0.444444444,0.166666667,0.5,0.5,The female in the picture is wearing a long sleeve top with floral patterns and a pair of jeans.,Sweaters,Jeans,Blue,Long Straight,Dark,Floral pattern,Long sleeve
16040,https://raw.githubusercontent.com/johnwwwl/imgs/main/0FNOEzRbhy.jpg,13,0.230769231,0.230769231,0.615384615,0.538461538,0.461538462,The female is wearing a sweater with unique cut-out details along the sleeves.,Sweaters,Jeans,Black,Long Straight,Blonde,Horizontal stripes,Long sleeve
16041,https://raw.githubusercontent.com/johnwwwl/imgs/main/0fOIJ5ABaG.jpg,17,0.176470588,0.176470588,0.529411765,0.529411765,0.235294118,The female is wearing a casual sports outfit that includes a T-shirt and shorts.,T-Shirts,Shorts,White and red,Long Straight,Dark brown,The T-shirt has the Adidas brand logo with text on it.,Short sleeve
16042,https://raw.githubusercontent.com/johnwwwl/imgs/main/0fpdGn6htZ.jpg,22,0.409090909,0.409090909,0.590909091,0.545454545,0.636363636,"The female in the picture is wearing a long-sleeved, v-neck top.",Shirts,Jeans,White,Long Straight,Brown,Horizontal stripes,Long sleeve
16043,https://raw.githubusercontent.com/johnwwwl/imgs/main/0fTUGGGNEz.jpg,12,0.5,0.5,0.583333333,0.25,0.25,The female is wearing a cropped tank top and high-waisted pants.,Tank Tops,Jeans,Black,Short,Brown,Horizontal stripes,Sleeveless
16044,https://raw.githubusercontent.com/johnwwwl/imgs/main/0fwmbd71gy.jpg,20,0.6,0.6,0.4,0.3,0.5,"The female in the picture is wearing a sleeveless top and black bottoms that appear to be jeans, based on the visible waistband and button.",Tank Tops,Jeans,The top is a pale blue color while the bottoms are black.,Long Wavy/Curly,Black,Horizontal stripes,Sleeveless
16045,https://raw.githubusercontent.com/johnwwwl/imgs/main/0fzZXeq3XI.jpg,20,0.5,0.5,0.3,0.45,0.35,"The female in the picture is wearing a short-sleeved, striped top with a round neckline, paired with what appears to be a casual skirt with an elastic waistband.",T-Shirts,Skirts,The main colors of her clothing are white and navy blue stripes for the top and what appears to be a light blue for the skirt.,Long Straight,Brown,Horizontal stripes on the top,Short sleeve
16046,https://raw.githubusercontent.com/johnwwwl/imgs/main/0GrSaZPEEa.jpg,27,0.444444444,0.444444444,0.666666667,0.62962963,0.481481481,The female is wearing a sporty tank top with a large brand logo on the front.,Tank Tops,Jeans,Pink,Ponytail,Blonde,The tank top has a large logo on the front in a darker color than the top itself.,Sleeveless
16047,https://raw.githubusercontent.com/johnwwwl/imgs/main/0gxxzzK8PY.jpg,21,0.666666667,0.666666667,0.619047619,0.476190476,0.761904762,"The female in the picture is wearing a striped top with horizontal black and white stripes, paired with dark jeans.",T-Shirts,Jeans,Black and White,Long Straight,Light Brown,Horizontal stripes,Short sleeve
16048,https://raw.githubusercontent.com/johnwwwl/imgs/main/0h2Iv2H1gN.jpg,15,0.4,0.4,0.266666667,0.466666667,0.466666667,The female is wearing a fitted tank top paired with jeans.,Tank Tops,Jeans,Black,Long Straight,Blonde,Horizontal stripes,Sleeveless
16049,https://raw.githubusercontent.com/johnwwwl/imgs/main/0H4iH1RK6Q.jpg,22,0.454545455,0.454545455,0.272727273,0.363636364,0.227272727,The female in the picture is wearing an off-shoulder top and skinny jeans.,Blouses,Jeans,Yellow,Long Straight,Blonde,Horizontal stripes,Sleeveless
16050,https://raw.githubusercontent.com/johnwwwl/imgs/main/0hb8D2MAK4.jpg,17,0.529411765,0.529411765,0.411764706,0.529411765,0.588235294,"The female is wearing a simple, casual top and a pair of jeans.",T-Shirts,Jeans,Navy,Long Wavy/Curly,Blonde,Horizontal stripes,Short sleeve
16051,https://raw.githubusercontent.com/johnwwwl/imgs/main/0hG9twBkMx.jpg,20,0.7,0.7,0.7,0.5,0.55,The female in the picture is wearing a cropped sweatshirt with the phrase 'French Fries' across the front. She also appears to be wearing high-waisted black denim pants.,Sweatshirts,Jeans,Pink and black,Long Straight,Blond,Text ('French Fries'),Long sleeve
16052,https://raw.githubusercontent.com/johnwwwl/imgs/main/0HJQ78rUhk.jpg,18,0.666666667,0.666666667,0.5,0.388888889,0.666666667,"The female in the picture is wearing a black top that has some sort of embellishment or decorative elements near the collar, and she is wearing blue jeans.",T-Shirts,Jeans,Black and Blue,Long Straight,Blonde,Decorative elements near the collar on the top,Short sleeve
16053,https://raw.githubusercontent.com/johnwwwl/imgs/main/0hL5CSvMAN.jpg,18,0.5,0.5,0.277777778,0.277777778,0.666666667,The female in the picture is wearing a solid color sweatshirt with a V-neck collar and visible stitching details,Sweatshirts,Jeans,White,Long Straight,Brown,Horizontal stripes,Long sleeve
16054,https://raw.githubusercontent.com/johnwwwl/imgs/main/0HxEXWrGxA.jpg,29,0.586206897,0.586206897,0.586206897,0.620689655,0.517241379,The female in the picture is wearing a top with a floral pattern and trousers.,Camisoles,Trousers,Pink,Long Straight,Brown,Floral pattern,Sleeveless
16055,https://raw.githubusercontent.com/johnwwwl/imgs/main/0HZhBOkKf8.jpg,17,0.470588235,0.470588235,0.764705882,0.647058824,0.529411765,"The female in the picture is wearing a simple, fitted, long sleeve black top and blue jeans.",Sweaters,Jeans,Black and blue,Long Straight,Blonde,Horizontal stripes,Long sleeve
16056,https://raw.githubusercontent.com/johnwwwl/imgs/main/0I5Q4LfOUI.jpg,19,0.578947368,0.578947368,0.578947368,0.473684211,0.578947368,The female is wearing a sleeveless top and white bottoms.,Tank Tops,Jeans,Peach for the top and white for the bottoms,Long Wavy/Curly,Blonde,Horizontal stripes,Sleeveless
16057,https://raw.githubusercontent.com/johnwwwl/imgs/main/0ISNPvTJdb.jpg,18,0.555555556,0.555555556,0.5,0.444444444,0.555555556,The female in the picture is wearing a sleeveless halter neck top with a textured fabric and a pair of jeans.,Halter Tops,Jeans,The top appears to be a pale pink while the jeans are light blue.,Long Wavy/Curly,Brown,Horizontal stripes,Sleeveless
16058,https://raw.githubusercontent.com/johnwwwl/imgs/main/0IUKqylYja.jpg,23,0.52173913,0.52173913,0.608695652,0.565217391,0.434782609,"The female in the picture is wearing a simple and elegant apparel that consists of a top and bottoms. The top appears to be loose-fitting and comfortable, with a round neckline. The bottoms seem to be of a matching material and color, giving the impression of a coordinated set or jumpsuit.",Shirts,Trousers,Navy blue,Long Straight,Brown,Horizontal stripes,Short sleeve
16059,https://raw.githubusercontent.com/johnwwwl/imgs/main/0IXT11wb68.jpg,16,0.625,0.625,0.625,0.625,0.625,The female in the picture is wearing a printed T-shirt and black pants.,T-Shirts,Jeans,White,Long Wavy/Curly,Brown,The T-shirt has a colorful print with a cartoon character and the text 'Love Machine'.,Short sleeve
16060,https://raw.githubusercontent.com/johnwwwl/imgs/main/0jPfo9VN6h.jpg,18,0.555555556,0.555555556,0.611111111,0.555555556,0.444444444,"The female in the picture is wearing a casual, textured long sleeve shirt with a V-neckline and a pair of denim jeans.",Shirts,Jeans,Grey for the shirt and blue for the jeans,Long Wavy/Curly,Brown,The shirt features a textured pattern with no visible logos or text.,Long sleeve
16061,https://raw.githubusercontent.com/johnwwwl/imgs/main/0k7zqWlz2E.jpg,16,0.375,0.375,0.375,0.4375,0.5,The female is wearing a long-sleeved white top and grey bottoms.,Shirts,Trousers,White for the top and grey for the bottoms,Long Straight,Brown,Horizontal stripes,Long sleeve
16062,https://raw.githubusercontent.com/johnwwwl/imgs/main/0KCcaSLrCj.jpg,19,0.631578947,0.631578947,0.684210526,0.368421053,0.736842105,"The female is wearing a collared, shorts-sleeved polo shirt.",Shirts,Jeans,Red,Long Straight,Blonde,Horizontal stripes,Short sleeve
16063,https://raw.githubusercontent.com/johnwwwl/imgs/main/0KJtVSpsui.jpg,17,0.352941176,0.352941176,0.470588235,0.529411765,0.117647059,The female is wearing a casual short sleeve T-shirt and jeans. The T-shirt has an asymmetrical cut near the waistline. It is not possible to observe if she has any accessories.,T-Shirts,Jeans,Black and Blue,Long Wavy/Curly,Brown,Horizontal stripes,Short sleeve
16064,https://raw.githubusercontent.com/johnwwwl/imgs/main/0KKmbnjpnd.jpg,18,0.555555556,0.555555556,0.444444444,0.555555556,0.5,The female in the picture is wearing a sleeveless blouse with a floral pattern.,Blouses,Jeans,Red,Short,Blonde,Floral,Sleeveless
16065,https://raw.githubusercontent.com/johnwwwl/imgs/main/0KMaJK0kSC.jpg,19,0.578947368,0.578947368,0.526315789,0.368421053,0.631578947,The female is wearing a cropped sweatshirt with a number and text graphic on the front.,Sweatshirts,Jeans,Red,Long Straight,Blonde,"The sweatshirt features numbers and text graphics on the front, as well as a small logo on the left sleeve.",Long sleeve
16066,https://raw.githubusercontent.com/johnwwwl/imgs/main/0kPX2eJQFi.jpg,19,0.526315789,0.526315789,0.684210526,0.631578947,0.631578947,The female is wearing a striped long-sleeve sweater paired with plaid trousers.,Sweaters,Trousers,"Black and white for the sweater; red, black, and hints of yellow for the trousers",Long Straight,Brown,Horizontal stripes on the sweater; plaid pattern on the trousers,Long sleeve
16067,https://raw.githubusercontent.com/johnwwwl/imgs/main/0KWapIW4qL.jpg,11,0.454545455,0.454545455,0.545454545,0.454545455,0.636363636,The female is wearing a long-sleeve blouse with a pattern and a pair of jeans.,Blouses,Jeans,Black,Long Straight,Blonde,The blouse has a white pattern featuring small embellishments or icons.,Long sleeve
16068,https://raw.githubusercontent.com/johnwwwl/imgs/main/0kxD3wzW52.jpg,19,0.526315789,0.526315789,0.315789474,0.421052632,0.421052632,The female is wearing a sweatshirt and trousers.,Sweatshirts,Trousers,Lavender,Long Straight,Brown,Text on the sweatshirt,Long sleeve
